date,year,prices,market_caps,total_volumes,v_porcentual_d
2018-05-04,2018,781.426,77526578541.87308,1005515083.8603067,15.501076781863365
2018-05-05,2018,777.908,77194381804.21214,1967182623.5957444,-0.4502025783631458
2018-05-06,2018,807.067,80104681672.56717,1617671981.240539,3.7483866986841585
2018-05-07,2018,785.893,78019321356.67586,1742487117.419987,-2.6235740031496757
2018-05-08,2018,748.813,74353698902.32837,2808727749.1170845,-4.7181995513384205
2018-05-09,2018,744.325,73923190963.45912,1562833107.5547128,-0.5993485690018674
2018-05-10,2018,743.64,73870430059.20319,1517875906.0296729,-0.09202969133107475
2018-05-11,2018,717.413,71279821648.68193,1329169267.9922028,-3.5268409445430526
2018-05-12,2018,675.292,67108755487.4065,1867453050.653334,-5.871234560845706
2018-05-13,2018,683.17,67905759626.548164,1574237121.080983,1.1666064458041747
2018-05-14,2018,726.872,72264507767.86824,1358354339.8603525,6.396943659704024
2018-05-15,2018,727.803,72371889345.97685,1747256249.2920547,0.1280830737736549
2018-05-16,2018,703.156,69935482264.3191,1318045201.5495617,-3.386493323055828
2018-05-17,2018,702.453,69879914021.89139,1283393781.5952938,-0.09997781431146935
2018-05-18,2018,665.628,66230317444.47082,1148132528.5857544,-5.242343615871803
2018-05-19,2018,686.213,68292780311.34642,1140013811.1318896,3.0925682212887606
2018-05-20,2018,685.847,68270520548.85238,955540974.5773942,-0.05333620901964986
2018-05-21,2018,703.815,70073661062.42535,964430375.9997903,2.6198262877872303
2018-05-22,2018,688.913,68604235449.74915,914750523.9094018,-2.1173177610593785
2018-05-23,2018,641.1,63856048464.81863,1134342772.6066892,-6.940353861808379
2018-05-24,2018,581.241,57906139337.23845,1636502158.2149532,-9.336920917173607
2018-05-25,2018,597.849,59572815257.15423,1578836653.594426,2.8573345651803805
2018-05-26,2018,582.279,58033414970.12175,1130488777.7931898,-2.6043365465192814
2018-05-27,2018,580.483,57866488201.56909,793211715.4555622,-0.3084432033441109
2018-05-28,2018,565.926,56426783298.552086,936703218.9329598,-2.5077392447323876
2018-05-29,2018,511.616,51022311776.744835,1349222685.5995286,-9.596661047557465
2018-05-30,2018,561.741,56032720818.86429,1304128810.668677,9.797387102827116
2018-05-31,2018,555.349,55406697681.99651,1076970536.7091825,-1.1378909497437362
2018-06-01,2018,571.727,57052511798.36029,1016848280.1956758,2.9491364889465688
2018-06-02,2018,573.834,57274516594.26361,988913896.7405567,0.3685325338841805
2018-06-03,2018,583.132,58214660996.41215,917573393.7371987,1.620329224131023
2018-06-04,2018,609.295,60839012156.67801,960786811.8699535,4.486634244047671
2018-06-05,2018,586.576,58582699275.82673,998788030.4591345,-3.7287356699135743
2018-06-06,2018,600.678,60003382388.410774,981693246.7757119,2.404121546057114
2018-06-07,2018,598.216,59769818240.26592,883508366.7942146,-0.40987018002990316
2018-06-08,2018,595.126,59473431631.17932,987621968.4491141,-0.5165358332107517
2018-06-09,2018,590.498,59023188216.61767,774931924.148761,-0.7776504471321943
2018-06-10,2018,581.121,58097979895.17439,704024660.4544114,-1.587981669709304
2018-06-11,2018,522.998,52297773130.593605,1323637042.9511685,-10.001875685098272
2018-06-12,2018,529.131,52922017100.80877,1163129332.5094237,1.1726622281538202
2018-06-13,2018,495.076,49526210494.67609,1183551767.9992313,-6.436024349357716
2018-06-14,2018,474.859,47513487722.27301,1330197064.145758,-4.083615444901401
2018-06-15,2018,516.644,51705041671.85295,1634517037.5387144,8.799454153759335
2018-06-16,2018,485.433,48591417578.37274,1129671619.800608,-6.041103738744669
2018-06-17,2018,493.068,49365820389.2502,732126705.7704039,1.5728226140373724
2018-06-18,2018,491.4,49208886719.57955,675191594.9936471,-0.3382900532989397
2018-06-19,2018,512.429,51325180407.15406,861532499.7213074,4.279405779405776
2018-06-20,2018,532.004,53296770078.92655,1047558826.1450363,3.8200414106149383
2018-06-21,2018,529.763,53083203703.900185,983081480.6999408,-0.4212374343049996
2018-06-22,2018,520.667,52182383816.74685,901042405.2653681,-1.7169942030681673
2018-06-23,2018,463.941,46506729655.2268,1473054828.325441,-10.894871386125882
2018-06-24,2018,472.977,47422371814.92663,1088716168.438927,1.9476614483307175
2018-06-25,2018,455.718,45701228403.58992,1813906376.293752,-3.6490146455324335
2018-06-26,2018,458.926,46032293630.19799,3935188498.9796495,0.7039441057847151
2018-06-27,2018,430.602,43200150825.554535,3145279252.081028,-6.171801118263076
2018-06-28,2018,437.877,43938995892.49492,1459598903.6298532,1.6894951718756657
2018-06-29,2018,420.862,42240235077.69152,1247515217.4657764,-3.8857944125861743
2018-06-30,2018,432.507,43417851340.14835,1274641927.2798553,2.7669402321901293
2018-07-01,2018,449.43,45125931776.53015,1242421813.7124994,3.912769041888331
2018-07-02,2018,447.681,44959418542.5589,1389903375.1050892,-0.3891596021627475
2018-07-03,2018,472.312,47442809332.14308,1756088768.4057357,5.501908725186011
2018-07-04,2018,459.699,46185301814.019936,1747988600.5163236,-2.6704805298192746
2018-07-05,2018,463.222,46548745985.99023,1569050880.151065,0.7663710384403721
2018-07-06,2018,466.879,46925838686.869354,1727252653.8580823,0.7894702755914196
2018-07-07,2018,467.59,47006819801.91246,1573448525.1336815,0.15228785188452498
2018-07-08,2018,481.524,48417457589.09996,1498055824.3153505,2.979961077011928
2018-07-09,2018,483.804,48656609005.5521,1475654563.4116213,0.47349664814213543
2018-07-10,2018,469.702,47248080178.500404,1637687610.915009,-2.914816743970694
2018-07-11,2018,431.764,43440645610.1465,1785960365.2391424,-8.077036078194254
